,movieId,title,genres,rating_avg,year,total_votes
3377,4593,Family Business ,Comedy,2.25,1989,2.0
2625,3511,Ready to Rumble ,Comedy,2.25,2000,6.0
9002,139915,How to Make Love Like an Englishman ,Comedy|Romance,2.25,2014,2.0
5873,33085,"Amityville Horror, The ",Horror|Thriller,2.25,2005,6.0
5215,8506,Fear X ,Mystery|Thriller,2.25,2003,2.0
4287,6265,Head of State ,Comedy,2.25,2003,2.0
4586,6812,"Rookie, The ",Action|Comedy|Thriller,2.25,1990,2.0
7529,84615,Cedar Rapids ,Comedy,2.25,2011,2.0
4416,6517,"Babe, The ",Drama,2.25,1992,2.0
8072,99532,"Misérables, Les ",Drama|Romance,2.25,2000,2.0
8371,109372,About Last Night ,Comedy|Romance,2.25,2014,2.0
7187,72405,Bad Lieutenant: Port of Call New Orleans ,Crime|Drama,2.25,2009,2.0
6059,40697,Babylon 5,Sci-Fi,2.25,,2.0
5591,26871,My Father the Hero ,Comedy|Romance,2.25,1994,2.0
2978,3990,Rugrats in Paris: The Movie ,Animation|Children|Comedy,2.25,2000,4.0
400,459,"Getaway, The ",Action|Adventure|Crime|Drama|Romance|Thriller,2.25,1994,6.0
4688,6999,Housesitter ,Comedy|Romance,2.25,1992,2.0
7772,91622,Young Adult ,Comedy|Drama,2.25,2011,2.0
1351,1837,"Odd Couple II, The ",Comedy,2.25,1998,4.0
7851,93723,Damsels in Distress ,Comedy|Romance,2.25,2011,2.0
5171,8373,"Stepford Wives, The ",Comedy|Fantasy|Thriller,2.25,2004,12.0
5832,32296,Miss Congeniality 2: Armed and Fabulous ,Adventure|Comedy|Crime,2.25,2005,8.0
2585,3454,Whatever It Takes ,Comedy|Romance,2.25,2000,2.0
3752,5226,All the Right Moves ,Drama|Romance,2.25,1983,2.0
1222,1623,Wishmaster ,Horror,2.25,1997,2.0
1799,2399,Santa Claus: The Movie ,Adventure|Children|Fantasy,2.25,1985,4.0
4221,6140,Tenebre ,Horror|Mystery|Thriller,2.25,1982,2.0
5517,26510,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) ",Adventure|Children|Fantasy|Sci-Fi,2.25,1984,2.0
8791,129737,Unfinished Business ,Comedy,2.25,2015,2.0
4815,7175,Torque ,Action|Crime,2.25,2004,2.0
3374,4587,Earth Girls Are Easy ,Comedy|Musical|Sci-Fi,2.25,1988,8.0
2902,3889,Highlander: Endgame (Highlander IV) ,Action|Adventure|Fantasy,2.25,2000,6.0
8341,107997,We Are What We Are ,Drama|Horror|Mystery|Thriller,2.25,2013,2.0
8953,136666,Search Party ,Comedy,2.25,2014,2.0
8641,119655,Seventh Son ,Adventure|Children|Fantasy,2.25,2014,2.0
3056,4092,Cherry 2000 ,Romance|Sci-Fi,2.25,1987,2.0
8351,108689,"I, Frankenstein ",Action|Fantasy|Sci-Fi|IMAX,2.25,2014,2.0
3768,5264,Clockstoppers ,Action|Adventure|Sci-Fi|Thriller,2.25,2002,4.0
4915,7369,Scooby-Doo 2: Monsters Unleashed ,Action|Adventure|Children|Comedy|Mystery,2.25,2004,4.0
6395,50792,Catch and Release ,Comedy|Drama|Romance,2.25,2006,2.0
6880,62970,Tin Man ,Adventure|Fantasy|Sci-Fi,2.25,2007,2.0
7179,72224,Gentlemen Broncos ,Comedy,2.25,2009,2.0
5784,31445,Employee of the Month ,Comedy|Drama,2.25,2004,2.0
1554,2091,Return from Witch Mountain ,Children|Sci-Fi,2.25,1978,4.0
7378,79251,"Serbian Film, A (Srpski film) ",Horror|Thriller,2.25,2010,2.0
3941,5543,"Swarm, The ",Action|Horror|Sci-Fi,2.25,1978,2.0
6776,60128,Young People Fucking (a.k.a. YPF) ,Comedy,2.25,2007,2.0
537,634,Theodore Rex ,Comedy,2.25,1995,4.0
6190,44972,Scary Movie 4 ,Comedy|Horror,2.25,2006,12.0
3881,5454,Mo' Money ,Comedy|Romance,2.25,1992,2.0
3395,4619,Little Monsters ,Comedy,2.25,1989,2.0
8223,103819,Coffee Town ,Comedy,2.25,2013,2.0
6793,60522,"Machine Girl, The (Kataude mashin gâru) ",Action|Comedy|Fantasy|Horror|Thriller,2.25,2008,2.0
9084,143245,The Little Prince ,Animation|Fantasy,2.25,2015,2.0
417,479,Judgment Night ,Action|Crime|Thriller,2.25,1993,4.0
2009,2674,"Loss of Sexual Innocence, The ",Drama|Fantasy,2.25,1999,2.0
7257,74452,"Wolfman, The ",Horror|Thriller,2.25,2010,2.0
637,810,Kazaam ,Children|Comedy|Fantasy,2.25,1996,12.0
4541,6744,Once Bitten ,Comedy|Horror,2.25,1985,4.0
8038,98239,Red Dawn ,Action|War,2.25,2012,2.0
4195,6055,Sugar Hill ,Drama,2.25,1994,2.0
3386,4608,"Innocent Man, An ",Crime|Drama,2.25,1989,2.0
8462,112460,Planes: Fire & Rescue ,Adventure|Animation|Comedy,2.25,2014,2.0
4431,6547,Northfork ,Drama|Fantasy,2.25,2003,2.0
4166,5999,Heavy Metal 2000 ,Action|Adventure|Animation|Fantasy|Sci-Fi,2.25,2000,2.0
9535,172547,Despicable Me 3 ,Adventure|Animation|Children|Comedy,2.25,2017,2.0
8271,105351,Runner Runner ,Crime|Drama|Thriller,2.25,2013,2.0
7339,78041,Killers ,Action|Comedy,2.25,2010,2.0
6413,51077,Ghost Rider ,Action|Fantasy|Thriller,2.25,2007,12.0
1988,2642,Superman III ,Action|Adventure|Sci-Fi,2.25,1983,22.0
4296,6280,"Man Apart, A ",Action|Crime|Drama|Thriller,2.25,2003,2.0
1040,1352,Albino Alligator ,Crime|Thriller,2.25,1996,2.0
1169,1550,Trial and Error ,Comedy|Romance,2.25,1997,4.0
9320,159858,The Conjuring 2 ,Horror,2.25,2016,2.0
8273,105468,Cloudy with a Chance of Meatballs 2 ,Animation|Children|Comedy|Fantasy,2.25,2013,2.0
4027,5694,Staying Alive ,Comedy|Drama|Musical,2.25,1983,2.0
9689,184253,The Cloverfield Paradox ,Horror|Mystery|Sci-Fi|Thriller,2.25,2018,2.0
5986,36533,Cry_Wolf (a.k.a. Cry Wolf) ,Drama|Horror|Mystery|Thriller,2.25,2005,2.0
4508,6670,Comic Book Villains ,Comedy,2.25,2002,2.0
2809,3754,"Adventures of Rocky and Bullwinkle, The ",Adventure|Animation|Children|Comedy|Fantasy,2.22,2000,9.0
2897,3877,Supergirl ,Action|Adventure|Fantasy,2.22,1984,9.0
1774,2372,Fletch Lives ,Comedy,2.22,1989,9.0
1174,1562,Batman & Robin ,Action|Adventure|Fantasy|Thriller,2.21,1997,42.0
1453,1976,Friday the 13th Part 3: 3D ,Horror,2.21,1982,7.0
1274,1689,"Man Who Knew Too Little, The ",Comedy|Crime|Thriller,2.21,1997,7.0
440,505,North ,Comedy,2.21,1994,7.0
7749,91104,"Twilight Saga: Breaking Dawn - Part 1, The ",Adventure|Drama|Fantasy|Romance,2.21,2011,7.0
3917,5504,Spy Kids 2: The Island of Lost Dreams ,Adventure|Children,2.21,2002,7.0
1582,2121,Cujo ,Horror|Thriller,2.21,1983,7.0
2029,2701,Wild Wild West ,Action|Comedy|Sci-Fi|Western,2.21,1999,53.0
2114,2808,Universal Soldier ,Action|Sci-Fi,2.21,1992,17.0
67,75,Big Bully ,Comedy|Drama,2.2,1996,5.0
3163,4255,Freddy Got Fingered ,Comedy,2.2,2001,10.0
8116,101025,Jack the Giant Slayer ,Adventure|Fantasy|IMAX,2.2,2013,5.0
57,64,Two if by Sea ,Comedy|Romance,2.2,1996,5.0
1450,1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) ",Horror,2.2,1991,5.0
332,374,Richie Rich ,Children|Comedy,2.2,1994,25.0
1619,2163,Attack of the Killer Tomatoes! ,Comedy|Horror,2.2,1978,5.0
5385,8977,Alexander ,Action|Adventure|Drama|War,2.2,2004,10.0
2540,3401,Baby... Secret of the Lost Legend ,Adventure|Sci-Fi,2.2,1985,5.0
3162,4254,Crocodile Dundee in Los Angeles ,Comedy|Drama,2.19,2001,13.0
3576,4899,Black Knight ,Adventure|Comedy|Fantasy,2.19,2001,8.0
763,1005,D3: The Mighty Ducks ,Children|Comedy,2.19,1996,8.0
2415,3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) ,Action|Comedy,2.19,1993,8.0
6092,42011,Fun with Dick and Jane ,Comedy|Crime,2.18,2005,11.0
2717,3646,Big Momma's House ,Comedy,2.18,2000,17.0
1170,1551,Buddy ,Adventure|Children|Drama,2.17,1997,3.0
5814,32011,Cursed ,Horror|Thriller,2.17,2005,6.0
4324,6319,"My Father the Hero (Mon père, ce héros.) ",Comedy|Drama,2.17,1991,3.0
1723,2315,Bride of Chucky (Child's Play 4) ,Comedy|Horror|Thriller,2.17,1998,6.0
2867,3835,"Crush, The ",Thriller,2.17,1993,6.0
5306,8799,Little Black Book ,Comedy|Romance,2.17,2004,3.0
673,888,Land Before Time III: The Time of the Great Giving ,Adventure|Animation|Children|Musical,2.17,1995,3.0
3008,4024,"House of Mirth, The ",Romance,2.17,2000,3.0
2311,3063,Poison Ivy ,Drama|Thriller,2.17,1992,6.0
4489,6638,Valley Girl ,Comedy|Romance,2.17,1983,3.0
6864,62394,Max Payne ,Action|Crime|Drama|Thriller,2.17,2008,3.0
3493,4774,Big Trouble ,Comedy|Crime,2.17,2002,6.0
1106,1439,Meet Wally Sparks ,Comedy,2.17,1997,3.0
7398,79879,Piranha (Piranha 3D) ,Action|Horror|Thriller,2.17,2010,3.0
8530,114818,Stretch ,Action|Comedy|Crime,2.17,2014,3.0
3521,4812,SpaceCamp ,Adventure|Sci-Fi,2.17,1986,6.0
1896,2520,Airport ,Drama,2.17,1970,3.0
1765,2363,Godzilla (Gojira) ,Drama|Horror|Sci-Fi,2.17,1954,3.0
2491,3325,"Next Best Thing, The ",Comedy|Drama,2.17,2000,3.0
381,437,Cops and Robbersons ,Comedy,2.17,1994,9.0
6175,44759,Basic Instinct 2 ,Crime|Drama|Mystery|Thriller,2.17,2006,3.0
4357,6374,"In-Laws, The ",Comedy,2.17,2003,3.0
4858,7261,Barbershop 2: Back in Business ,Comedy,2.17,2004,3.0
1844,2453,"Boy Who Could Fly, The ",Drama|Fantasy,2.17,1986,3.0
7274,74698,Tooth Fairy ,Comedy|Fantasy,2.17,2010,3.0
1461,1984,Halloween III: Season of the Witch ,Horror,2.17,1982,3.0
6222,45726,"You, Me and Dupree ",Comedy,2.17,2006,6.0
1184,1581,Out to Sea ,Comedy,2.17,1997,3.0
8793,129937,Run All Night ,Action|Crime|Drama|Thriller,2.17,2015,3.0
7217,73106,American Pie Presents: The Book of Love (American Pie 7: The Book of Love) ,Comedy,2.17,2009,3.0
2557,3423,School Daze ,Drama,2.17,1988,3.0
7968,96448,Piranha 3DD (a.k.a. Piranha DD) ,Comedy|Horror,2.17,2012,3.0
5685,27728,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) ,Action|Animation|Drama|Sci-Fi|Thriller,2.17,2004,3.0
1842,2450,Howard the Duck ,Adventure|Comedy|Sci-Fi,2.16,1986,16.0
5994,37380,Doom ,Action|Horror|Sci-Fi,2.15,2005,10.0
3142,4228,Heartbreakers ,Comedy|Crime|Romance,2.15,2001,10.0
1237,1646,RocketMan (a.k.a. Rocket Man) ,Children|Comedy|Romance|Sci-Fi,2.14,1997,7.0
1449,1972,"Nightmare on Elm Street 5: The Dream Child, A ",Horror,2.14,1989,7.0
3933,5530,Simone (S1m0ne) ,Comedy|Drama|Fantasy|Sci-Fi,2.14,2002,7.0
6042,39715,American Pie Presents: Band Camp (American Pie 4: Band Camp) ,Comedy,2.14,2005,7.0
1110,1445,McHale's Navy ,Comedy|War,2.14,1997,7.0
1783,2381,Police Academy 4: Citizens on Patrol ,Comedy|Crime,2.14,1987,7.0
2750,3688,Porky's ,Comedy,2.14,1982,11.0
1127,1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) ,Children|Comedy,2.14,1997,11.0
3214,4340,"Animal, The ",Comedy,2.14,2001,11.0
4856,7259,You Got Served ,Drama|Musical,2.12,2004,4.0
6701,58315,"Love Guru, The ",Comedy,2.12,2008,4.0
4189,6040,Darkness Falls ,Horror|Thriller,2.12,2003,4.0
34,38,It Takes Two ,Children|Comedy,2.12,1995,4.0
2755,3693,"Toxic Avenger, The ",Comedy|Horror,2.12,1985,8.0
2949,3953,Dr. T and the Women ,Comedy|Romance,2.12,2000,4.0
3760,5246,Smokey and the Bandit II ,Action|Comedy,2.12,1980,4.0
498,577,Andre ,Adventure|Children|Drama,2.12,1994,4.0
8382,109673,300: Rise of an Empire ,Action|Drama|War|IMAX,2.12,2014,4.0
2931,3930,"Creature from the Black Lagoon, The ",Adventure|Horror|Sci-Fi,2.12,1954,4.0
3462,4721,American Outlaws ,Action|Comedy|Western,2.12,2001,4.0
3143,4229,Say It Isn't So ,Comedy|Romance,2.12,2001,4.0
6898,63540,Beverly Hills Chihuahua ,Adventure|Children|Comedy,2.12,2008,4.0
2041,2719,"Haunting, The ",Horror|Thriller,2.12,1999,13.0
1235,1644,I Know What You Did Last Summer ,Horror|Mystery|Thriller,2.11,1997,32.0
1708,2296,"Night at the Roxbury, A ",Comedy,2.1,1998,10.0
1880,2498,My Favorite Martian ,Comedy|Sci-Fi,2.1,1999,5.0
2172,2888,Drive Me Crazy ,Comedy|Romance,2.1,1999,5.0
669,881,First Kid ,Children|Comedy,2.1,1996,5.0
1152,1515,Volcano ,Action|Drama|Thriller,2.1,1997,15.0
3154,4241,Pokémon 3: The Movie ,Animation|Children,2.1,2001,5.0
4652,6951,"Cat in the Hat, The ",Children|Comedy,2.1,2003,5.0
6034,39400,"Fog, The ",Action|Horror|Mystery|Thriller,2.1,2005,5.0
8690,122902,Fantastic Four ,Action|Adventure|Fantasy|Sci-Fi,2.1,2015,5.0
1254,1667,Mad City ,Action|Drama,2.1,1997,5.0
2889,3864,Godzilla 2000 (Gojira ni-sen mireniamu) ,Action|Adventure|Sci-Fi,2.1,1999,5.0
2042,2720,Inspector Gadget ,Action|Adventure|Children|Comedy,2.1,1999,21.0
6234,46335,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) ",Action|Crime|Drama|Thriller,2.09,2006,11.0
3963,5585,Ernest Scared Stupid ,Comedy,2.08,1991,6.0
3132,4215,Revenge of the Nerds II: Nerds in Paradise ,Comedy,2.08,1987,6.0
5958,34520,"Dukes of Hazzard, The ",Action|Adventure|Comedy,2.08,2005,12.0
3098,4158,Monkeybone ,Animation|Comedy|Fantasy,2.08,2001,6.0
2294,3041,Meatballs Part II ,Comedy,2.08,1984,6.0
4886,7319,Club Dread ,Comedy|Horror,2.08,2004,6.0
8103,100498,"Good Day to Die Hard, A ",Action|Crime|Thriller|IMAX,2.08,2013,6.0
3479,4748,3 Ninjas ,Action|Children|Comedy,2.08,1992,6.0
2818,3766,Missing in Action ,Action|War,2.08,1984,6.0
1064,1381,Grease 2 ,Comedy|Musical|Romance,2.08,1982,19.0
219,255,"Jerky Boys, The ",Comedy,2.07,1995,7.0
2572,3440,Teenage Mutant Ninja Turtles III ,Action|Adventure|Children|Comedy|Fantasy,2.07,1993,14.0
3701,5106,Crossroads ,Comedy|Musical|Romance,2.07,2002,7.0
7836,93270,Project X ,Comedy,2.06,2012,8.0
1743,2338,I Still Know What You Did Last Summer ,Horror|Mystery|Thriller,2.06,1998,18.0
5767,31221,Elektra ,Action|Adventure|Crime|Drama,2.05,2005,10.0
1521,2053,"Honey, I Blew Up the Kid ",Children|Comedy|Sci-Fi,2.05,1992,20.0
1310,1757,Fallen Angels (Duo luo tian shi) ,Drama|Romance,2.0,1995,1.0
122,149,Amateur ,Crime|Drama|Thriller,2.0,1994,1.0
3977,5610,"Banger Sisters, The ",Comedy|Drama,2.0,2002,3.0
9004,140016,Always Watching: A Marble Hornets Story ,Horror,2.0,2015,1.0
5396,9004,D.A.R.Y.L. ,Adventure|Children|Sci-Fi,2.0,1985,1.0
9564,173751,Tiger Raid ,Thriller,2.0,2016,1.0
2046,2725,Twin Falls Idaho ,Drama,2.0,1999,1.0
9565,173873,Gulliver's Travels ,Adventure|Children|Fantasy,2.0,1996,1.0
5851,32589,Beauty Shop ,Comedy,2.0,2005,1.0
2898,3879,"Art of War, The ",Action|Thriller,2.0,2000,2.0
5763,31150,Wizards ,Animation|Fantasy|Sci-Fi|War,2.0,1977,1.0
3957,5575,Alias Betty (Betty Fisher et autres histoires) ,Crime|Drama,2.0,2001,1.0
5757,31083,Man Trouble ,Comedy|Romance,2.0,1992,1.0
1699,2286,"Fiendish Plot of Dr. Fu Manchu, The ",Comedy,2.0,1980,1.0
3950,5564,Swimfan ,Thriller,2.0,2002,2.0
3979,5612,Trapped ,Action|Thriller,2.0,2002,1.0
5740,30818,Beyond the Sea ,Drama|Musical,2.0,2004,1.0
4995,7708,Bedazzled ,Comedy|Fantasy,2.0,1967,1.0
5768,31223,Racing Stripes ,Children|Comedy,2.0,2005,1.0
5774,31367,"Chase, The ",Action|Adventure|Comedy|Crime|Romance|Thriller,2.0,1994,1.0
9504,170897,Sandy Wexler ,Comedy,2.0,2017,1.0
5044,7883,I Walked with a Zombie ,Drama|Horror,2.0,1943,2.0
5820,32058,Class Action ,Drama,2.0,1991,1.0
2914,3909,Woman on Top ,Comedy|Romance,2.0,2000,4.0
111,129,Pie in the Sky ,Comedy|Romance,2.0,1996,1.0
7502,83270,Made in Dagenham ,Comedy|Drama,2.0,2010,1.0
9532,172321,Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog ,Comedy,2.0,2004,1.0
6306,48319,Flyboys ,Action|Adventure|Drama|War,2.0,2006,1.0
5840,32440,If Looks Could Kill ,Action|Comedy,2.0,1991,1.0
109,126,"NeverEnding Story III, The ",Adventure|Children|Fantasy,2.0,1994,7.0
9028,140850,Every Secret Thing ,Crime|Drama|Mystery|Thriller,2.0,2014,1.0
5456,26124,Robinson Crusoe on Mars ,Sci-Fi,2.0,1964,1.0
6272,47516,Material Girls ,Children|Comedy|Drama,2.0,2006,1.0
2230,2965,"Omega Code, The ",Action,2.0,1999,1.0
5459,26142,Major Dundee ,Adventure|War|Western,2.0,1965,1.0
4124,5925,"Beast Within, The ",Horror,2.0,1982,2.0
7822,92730,Rollo and the Woods Sprite (Rölli ja metsänhenki) ,Children|Fantasy,2.0,2001,1.0
9010,140237,The Runner ,Drama,2.0,2015,1.0
5780,31431,Boogeyman ,Drama|Horror|Mystery|Thriller,2.0,2005,2.0
7834,93208,Mickey's The Prince and the Pauper ,Animation|Children,2.0,1990,1.0
5397,9005,Fire in the Sky ,Drama|Mystery|Sci-Fi,2.0,1993,2.0
3960,5581,Betsy's Wedding ,Comedy,2.0,1990,1.0
1995,2655,Howling II: Your Sister Is a Werewolf ,Horror,2.0,1985,1.0
9206,151559,Frankenstein ,Horror|Thriller,2.0,2015,1.0
8968,137345,That Demon Within ,Crime|Thriller,2.0,2014,1.0
8987,139052,Dark Places ,Drama|Mystery|Thriller,2.0,2015,1.0
7862,93982,"Raven, The ",Mystery|Thriller,2.0,2012,1.0
9651,180263,The Shining ,Drama|Horror|Thriller,2.0,1997,1.0
1504,2032,"Barefoot Executive, The ",Children|Comedy,2.0,1971,1.0
7615,87028,"Roommate, The ",Drama|Thriller,2.0,2011,1.0
7614,86960,Across the Hall ,Thriller,2.0,2009,1.0
7868,94122,Comic-Con Episode IV: A Fan's Hope ,Documentary,2.0,2011,1.0
9669,182727,A Christmas Story Live! ,(no genres listed),2.0,2017,1.0
1501,2026,Disturbing Behavior ,Horror|Thriller,2.0,1998,3.0
2465,3281,"Brandon Teena Story, The ",Documentary,2.0,1998,1.0
3883,5456,Wagons East ,Comedy|Western,2.0,1994,1.0
9687,184053,Battle Planet ,Action|Sci-Fi,2.0,2008,1.0
1998,2659,It Came from Hollywood ,Comedy|Documentary,2.0,1982,1.0
5643,27420,Teknolust ,Comedy|Drama|Romance|Sci-Fi,2.0,2002,1.0
1474,1999,"Exorcist III, The ",Horror,2.0,1990,4.0
9701,185033,I Kill Giants ,Drama|Fantasy|Thriller,2.0,2018,1.0
5620,27155,"Batman/Superman Movie, The ",Action|Adventure|Animation|Children|Fantasy|Sci-Fi,2.0,1998,1.0
6374,50003,DOA: Dead or Alive ,Action|Adventure,2.0,2006,2.0
5617,27124,Bleeder ,Drama|Thriller,2.0,1999,1.0
6378,50147,Black Christmas ,Action|Horror|Thriller,2.0,2006,1.0
7575,86028,Henry's Crime ,Comedy|Crime,2.0,2010,1.0
6385,50440,Primeval ,Horror|Thriller,2.0,2007,1.0
5575,26782,"Mambo Kings, The ",Drama|Musical,2.0,1992,1.0
2425,3225,Down to You ,Comedy|Romance,2.0,2000,4.0
3898,5476,Halloween: Resurrection (Halloween 8) ,Horror|Thriller,2.0,2002,3.0
7583,86286,Daffy Duck's Quackbusters ,Animation|Children|Comedy|Horror,2.0,1988,1.0
2404,3190,Supernova ,Adventure|Sci-Fi|Thriller,2.0,2000,4.0
843,1107,Loser ,Comedy,2.0,1991,2.0
7592,86355,Atlas Shrugged: Part 1 ,Drama|Mystery|Sci-Fi,2.0,2011,1.0
5541,26629,Killer Klowns from Outer Space ,Comedy|Horror|Sci-Fi,2.0,1988,3.0
5673,27683,Tremors 4: The Legend Begins ,Action|Comedy|Horror|Sci-Fi|Thriller|Western,2.0,2004,1.0
2363,3132,Daddy Long Legs ,Comedy|Drama,2.0,1919,1.0
2497,3331,My Tutor ,Drama,2.0,1983,1.0
4994,7707,"He Said, She Said ",Comedy|Drama|Romance,2.0,1991,1.0
7331,77841,St Trinian's 2: The Legend of Fritton's Gold ,Adventure|Comedy,2.0,2009,1.0
4991,7704,"Delta Force, The ",Action,2.0,1986,1.0
7544,85025,"Eagle, The ",Adventure|Drama,2.0,2011,1.0
9605,176389,The Nut Job 2: Nutty by Nature ,Adventure|Animation|Children|Comedy,2.0,2017,1.0
4984,7650,"Witchfinder General (Conquerer Worm, The) ",Horror,2.0,1968,3.0
2530,3390,Shanghai Surprise ,Adventure|Crime|Drama|Romance,2.0,1986,1.0
2529,3389,Let's Get Harry ,Action|Adventure,2.0,1986,1.0
1942,2574,"Out-of-Towners, The ",Comedy,2.0,1999,6.0
9612,176621,Boniface's Holiday ,Animation|Children|Comedy|Romance,2.0,1965,1.0
354,409,Above the Rim ,Crime|Drama,2.0,1994,1.0
9615,176935,Geostorm ,Action,2.0,2017,1.0
3870,5442,V. I. Warshawski ,Action|Comedy|Crime,2.0,1991,1.0
8965,136958,Mortuary ,Horror,2.0,1983,1.0
8964,136912,God Loves Caviar ,Adventure,2.0,2012,1.0
9624,178111,"Fireworks, Should We See It from the Side or the Bottom? ",Animation,2.0,2017,1.0
1303,1746,Senseless ,Comedy,2.0,1998,1.0
3876,5448,Hey Arnold! The Movie ,Adventure|Animation|Children|Comedy,2.0,2002,1.0
1457,1980,Friday the 13th Part VII: The New Blood ,Horror,2.0,1988,1.0
1458,1981,Friday the 13th Part VIII: Jason Takes Manhattan ,Horror,2.0,1989,3.0
5529,26567,Club Paradise ,Comedy,2.0,1986,1.0
8954,136778,The Squeeze ,Comedy|Drama,2.0,2015,1.0
5533,26590,G.I. Joe: The Movie ,Action|Adventure|Animation|Children|Fantasy|Sci-Fi,2.0,1987,1.0
1462,1985,Halloween 4: The Return of Michael Myers ,Horror,2.0,1988,1.0
5534,26593,Hell Comes to Frogtown ,Action|Comedy|Sci-Fi,2.0,1988,1.0
8944,136511,Jeff Dunham: All Over the Map ,Comedy,2.0,2014,1.0
2952,3958,Billy Jack Goes to Washington ,Drama,2.0,1977,1.0
1008,1318,Blue Juice ,Comedy|Drama,2.0,1995,1.0
6232,46231,Stoned ,Drama,2.0,2005,1.0
9488,170297,Ultimate Avengers 2 ,Action|Animation|Sci-Fi,2.0,2006,1.0
4049,5755,Happy Birthday to Me ,Horror|Mystery,2.0,1981,2.0
2771,3709,Sleepwalkers ,Horror,2.0,1992,1.0
9262,156675,Project X ,Mystery|Sci-Fi,2.0,1968,1.0
9270,157130,Despite the Falling Snow ,Drama|Romance|Thriller,2.0,2016,1.0
6055,40597,One-Way Ticket to Mombasa (Menolippu Mombasaan) ,Comedy|Drama,2.0,2002,1.0
4067,5797,"Company of Wolves, The ",Fantasy|Horror,2.0,1984,1.0
5220,8521,Dr. Jekyll and Mr. Hyde ,Drama|Horror,2.0,1931,2.0
258,298,Pushing Hands (Tui shou) ,Drama,2.0,1992,1.0
4056,5779,Piranha II: The Spawning ,Horror|Sci-Fi,2.0,1981,1.0
9294,158813,Alice Through the Looking Glass ,Adventure|Children|Fantasy,2.0,2016,4.0
6157,44225,Aquamarine ,Children|Comedy|Fantasy,2.0,2006,2.0
2757,3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The ",Comedy|Horror,2.0,1989,2.0
6159,44241,Leprechaun 3 ,Comedy|Fantasy|Horror,2.0,1995,1.0
2756,3694,"Toxic Avenger, Part II, The ",Comedy|Horror,2.0,1989,2.0
2752,3690,Porky's Revenge ,Comedy,2.0,1985,5.0
1642,2188,54 ,Drama,2.0,1998,5.0
1339,1816,Two Girls and a Guy ,Comedy|Drama,2.0,1997,3.0
2843,3802,Freejack ,Action|Sci-Fi,2.0,1992,4.0
5105,8121,"Seducing Doctor Lewis (Grande séduction, La) ",Comedy,2.0,2003,2.0
9133,146730,Lost in the Sun ,Action|Drama|Thriller,2.0,2015,1.0
9132,146688,Solace ,Fantasy|Mystery|Thriller,2.0,2015,1.0
9312,159510,Death Smiles on a Murderer ,Horror,2.0,1973,1.0
9313,159690,Teenage Mutant Ninja Turtles: Out of the Shadows ,Action|Adventure|Comedy,2.0,2016,1.0
1610,2152,Air Bud: Golden Receiver ,Children|Comedy,2.0,1998,3.0
1367,1867,Tarzan and the Lost City ,Action|Adventure,2.0,1998,1.0
1372,1881,Quest for Camelot ,Adventure|Animation|Children|Fantasy|Musical,2.0,1998,2.0
6012,37844,Roll Bounce ,Comedy|Drama|Romance,2.0,2005,1.0
4032,5706,...All the Marbles ,Comedy|Drama,2.0,1981,1.0
2729,3664,Puppet Master 5: The Final Chapter ,Horror|Sci-Fi|Thriller,2.0,1994,1.0
1643,2190,Why Do Fools Fall In Love? ,Drama,2.0,1998,1.0
6138,43912,Freedomland ,Crime|Drama,2.0,2006,1.0
9341,160730,The Adderall Diaries ,Action|Drama|Thriller,2.0,2015,1.0
9190,149902,Garm Wars: The Last Druid ,Action|Sci-Fi|Thriller,2.0,2014,1.0
7773,91628,New Year's Eve ,Comedy|Romance,2.0,2011,3.0
9201,151317,Maggie's Plan ,Comedy,2.0,2015,1.0
9200,151315,Ride Along 2 ,Action|Comedy,2.0,2016,3.0
9217,152037,Grease Live ,(no genres listed),2.0,2016,2.0
6095,42018,Mrs. Henderson Presents ,Comedy|Drama,2.0,2005,2.0
9222,152079,London Has Fallen ,Action|Crime|Thriller,2.0,2016,2.0
2801,3743,Boys and Girls ,Comedy|Romance,2.0,2000,3.0
2278,3021,"Funhouse, The ",Horror,2.0,1981,1.0
5182,8402,Book of Love ,Comedy|Romance,2.0,1990,1.0
4084,5836,Houseboat ,Comedy|Romance,2.0,1958,1.0
5186,8425,Meet the Applegates ,Comedy,2.0,1991,1.0
9240,154065,Dad's Army ,Comedy,2.0,2016,1.0
9191,150254,The Devil's Candy ,Horror,2.0,2015,1.0
237,275,Mixed Nuts ,Comedy,2.0,1994,6.0
6067,40946,Sarah Silverman: Jesus Is Magic ,Comedy|Musical,2.0,2005,2.0
9188,149612,Swelter ,Action|Drama|Thriller,2.0,2014,1.0
9246,155358,Camino ,Action|Adventure|Thriller,2.0,2016,1.0
9250,155743,My Big Fat Greek Wedding 2 ,Comedy,2.0,2016,1.0
